#Strain	Comment
PI 652919	Pioneer Hi-Bred International, Inc., PVP 200800112
PI 652920	Pioneer Hi-Bred International, Inc., PVP 200800113
PI 652921	Pioneer Hi-Bred International, Inc., PVP 200800114
PI 652922	Pioneer Hi-Bred International, Inc., PVP 200800086
PI 652950	Pioneer Hi-Bred International, Inc., PVP 200800090
PI 652951	Pioneer Hi-Bred International, Inc., PVP 200800136
PI 653113	Pioneer Hi-Bred International, Inc., PVP 200800137
PI 653114	Pioneer Hi-Bred International, Inc., PVP 200800138
PI 653115	Pioneer Hi-Bred International, Inc., PVP 200800139
PI 653116	Pioneer Hi-Bred International, Inc., PVP 200800140
PI 653117	Pioneer Hi-Bred International, Inc., PVP 200800141
PI 653118	Pioneer Hi-Bred International, Inc., PVP 200800142
PI 653119	Pioneer Hi-Bred International, Inc., PVP 200800143
PI 653120	Pioneer Hi-Bred International, Inc., PVP 200800144
PI 653121	Pioneer Hi-Bred International, Inc., PVP 200800145
PI 653122	Pioneer Hi-Bred International, Inc., PVP 200800146
PI 653123	Pioneer Hi-Bred International, Inc., PVP 200800147
PI 653124	Pioneer Hi-Bred International, Inc., PVP 200800148
PI 653125	Pioneer Hi-Bred International, Inc., PVP 200800149
PI 653126	Pioneer Hi-Bred International, Inc., PVP 200800150
PI 653127	Pioneer Hi-Bred International, Inc., PVP 200800151
PI 653128	Pioneer Hi-Bred International, Inc., PVP 200800152
PI 653129	Pioneer Hi-Bred International, Inc., PVP 200800153
PI 653130	Pioneer Hi-Bred International, Inc., PVP 200800154
PI 653131	Pioneer Hi-Bred International, Inc., PVP 200800107
PI 653261	Introduction; Collected in Heilongjiang, China; Latitude: 45 deg 45 min 0 sec N (45.75), Longitude: 126 deg 39 min 0 sec E (126.6500015)
PI 65338	Introduction; Collected in Heilongjiang, China ca. 1925
PI 65344	South Dakota Agricultural Experiment Station, PVP 200800185
PI 653539	Introduction
PI 65393	Introduction; Collected in Heilongjiang, China ca. 1925
PI 65394	Introduction; Collected in China ca. 1901
PI 6556	Pioneer Hi-Bred International, Inc., PVP 200900143
PI 655963	Pioneer Hi-Bred International, Inc., PVP 200900157
PI 655964	Pioneer Hi-Bred International, Inc., PVP 200900148
PI 655965	Pioneer Hi-Bred International, Inc., PVP 200900138
PI 655967	Monsanto Technology, LLC, PVP 200900113
PI 656332	Monsanto Technology, LLC, PVP 200900114
PI 656333	Monsanto Technology, LLC, PVP 200900115
PI 656334	Monsanto Technology, LLC, PVP 200900116
PI 656335	Monsanto Technology, LLC, PVP 200900117
PI 656336	Monsanto Technology, LLC, PVP 200900118
PI 656337	Monsanto Technology, LLC, PVP 200900119
PI 656338	Monsanto Technology, LLC, PVP 200900120
PI 656339	Monsanto Technology, LLC, PVP 200900123
PI 656340	Monsanto Technology, LLC, PVP 200900124
PI 656341	Monsanto Technology, LLC, PVP 200900125
PI 656342	Monsanto Technology, LLC, PVP 200900126
PI 656343	Monsanto Technology, LLC, PVP 200900127
PI 656344	Monsanto Technology, LLC, PVP 200900128
PI 656345	Monsanto Technology, LLC, PVP 200900129
PI 656346	Pioneer Hi-Bred International, Inc., PVP 200900137
PI 656347	Pioneer Hi-Bred International, Inc., PVP 200900139
PI 656348	Pioneer Hi-Bred International, Inc., PVP 200900140
PI 656349	Pioneer Hi-Bred International, Inc., PVP 200900141
PI 656350	Pioneer Hi-Bred International, Inc., PVP 200900142
PI 656351	Pioneer Hi-Bred International, Inc., PVP 200900144
PI 656352	Pioneer Hi-Bred International, Inc., PVP 200900145
PI 656353	Pioneer Hi-Bred International, Inc., PVP 200900146
PI 656354	Pioneer Hi-Bred International, Inc., PVP 200900147
PI 656355	Pioneer Hi-Bred International, Inc., PVP 200900149
PI 656356	Pioneer Hi-Bred International, Inc., PVP 200900150
PI 656357	Pioneer Hi-Bred International, Inc., PVP 200900151
PI 656358	Pioneer Hi-Bred International, Inc., PVP 200900152
PI 656359	Pioneer Hi-Bred International, Inc., PVP 200900153
PI 656360	Pioneer Hi-Bred International, Inc., PVP 200900154
PI 656361	Pioneer Hi-Bred International, Inc., PVP 200900155
PI 656362	Pioneer Hi-Bred International, Inc., PVP 200900156
PI 656363	Pioneer Hi-Bred International, Inc., PVP 200900158
PI 656364	Pioneer Hi-Bred International, Inc., PVP 200900159
PI 656365	Pioneer Hi-Bred International, Inc., PVP 200900161
PI 656366	Pioneer Hi-Bred International, Inc., PVP 200900160
PI 656367	Pioneer Hi-Bred International, Inc., PVP 200900179
PI 656368	Pioneer Hi-Bred International, Inc., PVP 200900184
PI 656369	Pioneer Hi-Bred International, Inc., PVP 200900186
PI 656370	Pioneer Hi-Bred International, Inc., PVP 200900187
PI 656371	Pioneer Hi-Bred International, Inc., PVP 200900165
PI 656397	Pioneer Hi-Bred International, Inc., PVP 200900167
PI 656398	Pioneer Hi-Bred International, Inc., PVP 200900169
PI 656399	Pioneer Hi-Bred International, Inc., PVP 200900170
PI 656400	Pioneer Hi-Bred International, Inc., PVP 200900171
PI 656401	Pioneer Hi-Bred International, Inc., PVP 200900172
PI 656402	Pioneer Hi-Bred International, Inc., PVP 200900173
PI 656403	Pioneer Hi-Bred International, Inc., PVP 200900174
PI 656404	Pioneer Hi-Bred International, Inc., PVP 200900180
PI 656405	Pioneer Hi-Bred International, Inc., PVP 200900185
PI 656406	Pioneer Hi-Bred International, Inc., PVP 200900190
PI 656407	Pioneer Hi-Bred International, Inc., PVP 200900166
PI 656599	Pioneer Hi-Bred International, Inc., PVP 200900168
PI 656600	Pioneer Hi-Bred International, Inc., PVP 200900175
PI 656601	Pioneer Hi-Bred International, Inc., PVP 200900176
PI 656602	Pioneer Hi-Bred International, Inc., PVP 200900178
PI 656603	Pioneer Hi-Bred International, Inc., PVP 200900188
PI 656604	Pioneer Hi-Bred International, Inc., PVP 200900189
PI 656605	Pioneer Hi-Bred International, Inc., PVP 200900181
PI 656608	Pioneer Hi-Bred International, Inc., PVP 200900183
PI 656609	Pioneer Hi-Bred International, Inc., PVP 200900177
PI 656650	Pioneer Hi-Bred International, Inc., PVP 200900182
PI 656651	F7, GP-369
PI 657701	F7, GP-369
PI 657702	F7, GP-369
PI 657703	Virginia Tech Intellectual Properties, Inc., PVP 200900325
PI 658014	The Ohio State University, PVP 200900326
PI 658015	Monsanto Technology, LLC, PVP 200900405
PI 658045	Monsanto Technology, LLC, PVP 200900406
PI 658046	Monsanto Technology, LLC, PVP 200900407
PI 658047	Monsanto Technology, LLC, PVP 200900408
PI 658048	Monsanto Technology, LLC, PVP 200900409
PI 658307	Virginia Tech Intellectual Properties, Inc., PVP 201000095
PI 659077	Pioneer Hi-Bred International, Inc., PVP 201000103
PI 659274	Pioneer Hi-Bred International, Inc., PVP 201000104
PI 659275	Pioneer Hi-Bred International, Inc., PVP 201000105
PI 659276	Pioneer Hi-Bred International, Inc., PVP 201000106
PI 659277	Pioneer Hi-Bred International, Inc., PVP 201000107
PI 659278	Pioneer Hi-Bred International, Inc., PVP 201000108
PI 659279	Pioneer Hi-Bred International, Inc., PVP 201000109
PI 659280	Pioneer Hi-Bred International, Inc., PVP 201000110
PI 659281	Pioneer Hi-Bred International, Inc., PVP 201000111
PI 659282	Pioneer Hi-Bred International, Inc., PVP 201000112
PI 659283	Pioneer Hi-Bred International, Inc., PVP 201000113
PI 659284	Pioneer Hi-Bred International, Inc., PVP 201000114
PI 659285	Pioneer Hi-Bred International, Inc., PVP 201000115
PI 659286	Pioneer Hi-Bred International, Inc., PVP 201000116
PI 659287	Pioneer Hi-Bred International, Inc., PVP 201000117
PI 659288	Pioneer Hi-Bred International, Inc., PVP 201000118
PI 659289	Pioneer Hi-Bred International, Inc., PVP 201000119
PI 659290	Pioneer Hi-Bred International, Inc., PVP 201000120
PI 659291	Pioneer Hi-Bred International, Inc., PVP 201000121
PI 659292	Pioneer Hi-Bred International, Inc., PVP 201000122
PI 659293	Pioneer Hi-Bred International, Inc., PVP 201000124
PI 659294	Pioneer Hi-Bred International, Inc., PVP 201000125
PI 659295	Pioneer Hi-Bred International, Inc., PVP 201000126
PI 659296	Pioneer Hi-Bred International, Inc., PVP 201000128
PI 659297	Pioneer Hi-Bred International, Inc., PVP 201000129
PI 659298	Pioneer Hi-Bred International, Inc., PVP 201000130
PI 659299	Pioneer Hi-Bred International, Inc., PVP 201000170
PI 659300	Pioneer Hi-Bred International, Inc., PVP 201000174
PI 659301	Pioneer Hi-Bred International, Inc., PVP 201000176
PI 659302	Pioneer Hi-Bred International, Inc., PVP 201000178
PI 659303	Pioneer Hi-Bred International, Inc., PVP 201000179
PI 659304	Pioneer Hi-Bred International, Inc., PVP 201000183
PI 659305	Pioneer Hi-Bred International, Inc., PVP 201000188
PI 659306	Pioneer Hi-Bred International, Inc., PVP 201000194
PI 659307	Pioneer Hi-Bred International, Inc., PVP 201000196
PI 659308	Pioneer Hi-Bred International, Inc., PVP 201000197
PI 659309	Pioneer Hi-Bred International, Inc., PVP 201000201
PI 659310	Pioneer Hi-Bred International, Inc., PVP 201000202
PI 659311	Pioneer Hi-Bred International, Inc., PVP 201000204
PI 659312	Pioneer Hi-Bred International, Inc., PVP 201000262
PI 659313	Pioneer Hi-Bred International, Inc., PVP 201000263
PI 659315	Pioneer Hi-Bred International, Inc., PVP 201000123
PI 659323	Pioneer Hi-Bred International, Inc., PVP 201000127
PI 659348	Pioneer Hi-Bred International, Inc., PVP 201000102
PI 659352	Pioneer Hi-Bred International, Inc., PVP 201000172
PI 659353	Pioneer Hi-Bred International, Inc., PVP 201000173
PI 659354	Pioneer Hi-Bred International, Inc., PVP 201000175
PI 659355	Pioneer Hi-Bred International, Inc., PVP 201000177
PI 659356	Pioneer Hi-Bred International, Inc., PVP 201000180
PI 659357	Pioneer Hi-Bred International, Inc., PVP 201000181
PI 659358	Pioneer Hi-Bred International, Inc., PVP 201000182
PI 659359	Pioneer Hi-Bred International, Inc., PVP 201000184
PI 659360	Pioneer Hi-Bred International, Inc., PVP 201000195
PI 659361	Pioneer Hi-Bred International, Inc., PVP 201000200
PI 659362	Pioneer Hi-Bred International, Inc., PVP 201000203
PI 659363	Pioneer Hi-Bred International, Inc., PVP 201000205
PI 659364	Pioneer Hi-Bred International, Inc., PVP 201000171
PI 659455	Pioneer Hi-Bred International, Inc., PVP 201000186
PI 659456	Pioneer Hi-Bred International, Inc., PVP 201000198
PI 659457	Pioneer Hi-Bred International, Inc., PVP 201000199
PI 659458	Pioneer Hi-Bred International, Inc., PVP 201000206
PI 659459	Pioneer Hi-Bred International, Inc., PVP 201000207
PI 659460	Pioneer Hi-Bred International, Inc., PVP 201000208
PI 659461	Pioneer Hi-Bred International, Inc., PVP 201000209
PI 659462	Pioneer Hi-Bred International, Inc., PVP 201000185
PI 659463	Pioneer Hi-Bred International, Inc., PVP 201000189
PI 659464	Pioneer Hi-Bred International, Inc., PVP 201000187
PI 659509	Pioneer Hi-Bred International, Inc., PVP 201000534
PI 660005	Pioneer Hi-Bred International, Inc., PVP 201000532
PI 660006	Pioneer Hi-Bred International, Inc., PVP 201000504
PI 660007	Monsanto Technology, LLC, PVP 201000396
PI 660008	Monsanto Technology, LLC, PVP 201000397
PI 660009	Monsanto Technology, LLC, PVP 201000398
PI 660010	Monsanto Technology, LLC, PVP 201000399
PI 660011	Monsanto Technology, LLC, PVP 201000400
PI 660012	Monsanto Technology, LLC, PVP 201000401
PI 660013	Monsanto Technology, LLC, PVP 201000402
PI 660014	Monsanto Technology, LLC, PVP 201000403
PI 660015	Monsanto Technology, LLC, PVP 201000404
PI 660016	Monsanto Technology, LLC, PVP 201000405
PI 660017	Monsanto Technology, LLC, PVP 201000406
PI 660018	Monsanto Technology, LLC, PVP 201000407
PI 660019	Monsanto Technology, LLC, PVP 201000408
PI 660020	Monsanto Technology, LLC, PVP 201000409
PI 660021	Monsanto Technology, LLC, PVP 201000410
PI 660022	Monsanto Technology, LLC, PVP 201000411
PI 660023	Monsanto Technology, LLC, PVP 201000412
PI 660024	Monsanto Technology, LLC, PVP 201000413
PI 660025	Monsanto Technology, LLC, PVP 201000414
PI 660026	Monsanto Technology, LLC, PVP 201000415
PI 660027	Monsanto Technology, LLC, PVP 201000416
PI 660028	Monsanto Technology, LLC, PVP 201000417
PI 660029	Monsanto Technology, LLC, PVP 201000418
PI 660030	Monsanto Technology, LLC, PVP 201000419
PI 660031	Monsanto Technology, LLC, PVP 201000420
PI 660032	Monsanto Technology, LLC, PVP 201000421
PI 660033	Monsanto Technology, LLC, PVP 201000422
PI 660034	Monsanto Technology, LLC, PVP 201000423
PI 660035	Monsanto Technology, LLC, PVP 201000424
PI 660036	Monsanto Technology, LLC, PVP 201000425
PI 660037	Monsanto Technology, LLC, PVP 201000426
PI 660038	Monsanto Technology, LLC, PVP 201000427
PI 660039	Monsanto Technology, LLC, PVP 201000428
PI 660040	Monsanto Technology, LLC, PVP 201000429
PI 660041	Monsanto Technology, LLC, PVP 201000430
PI 660042	Monsanto Technology, LLC, PVP 201000431
PI 660043	Monsanto Technology, LLC, PVP 201000435
PI 660044	Monsanto Technology, LLC, PVP 201000436
PI 660045	Monsanto Technology, LLC, PVP 201000437
PI 660046	Monsanto Technology, LLC, PVP 201000438
PI 660047	Monsanto Technology, LLC, PVP 201000439
PI 660048	Monsanto Technology, LLC, PVP 201000440
PI 660049	Monsanto Technology, LLC, PVP 201000441
PI 660050	Monsanto Technology, LLC, PVP 201000442
PI 660051	Monsanto Technology, LLC, PVP 201000443
PI 660052	Pioneer Hi-Bred International, Inc., PVP 201000488
PI 660054	Pioneer Hi-Bred International, Inc., PVP 201000526
PI 660055	Pioneer Hi-Bred International, Inc., PVP 201000450
PI 660135	Pioneer Hi-Bred International, Inc., PVP 201000451
PI 660136	Pioneer Hi-Bred International, Inc., PVP 201000452
PI 660137	Pioneer Hi-Bred International, Inc., PVP 201000453
PI 660138	Pioneer Hi-Bred International, Inc., PVP 201000454
PI 660139	Pioneer Hi-Bred International, Inc., PVP 201000455
PI 660140	Pioneer Hi-Bred International, Inc., PVP 201000456
PI 660141	Pioneer Hi-Bred International, Inc., PVP 201000457
PI 660142	Pioneer Hi-Bred International, Inc., PVP 201000458
PI 660143	Pioneer Hi-Bred International, Inc., PVP 201000459
PI 660144	Pioneer Hi-Bred International, Inc., PVP 201000460
PI 660145	Pioneer Hi-Bred International, Inc., PVP 201000461
PI 660146	Pioneer Hi-Bred International, Inc., PVP 201000462
PI 660147	Pioneer Hi-Bred International, Inc., PVP 201000463
PI 660148	Pioneer Hi-Bred International, Inc., PVP 201000464
PI 660149	Pioneer Hi-Bred International, Inc., PVP 201000465
PI 660150	Pioneer Hi-Bred International, Inc., PVP 201000468
PI 660151	Pioneer Hi-Bred International, Inc., PVP 201000469
PI 660152	Pioneer Hi-Bred International, Inc., PVP 201000470
PI 660153	Pioneer Hi-Bred International, Inc., PVP 201000471
PI 660154	Pioneer Hi-Bred International, Inc., PVP 201000472
PI 660155	Pioneer Hi-Bred International, Inc., PVP 201000473
PI 660156	Pioneer Hi-Bred International, Inc., PVP 201000474
PI 660157	Pioneer Hi-Bred International, Inc., PVP 201000475
PI 660158	Pioneer Hi-Bred International, Inc., PVP 201000476
PI 660159	Pioneer Hi-Bred International, Inc., PVP 201000477
PI 660160	Pioneer Hi-Bred International, Inc., PVP 201000478
PI 660161	Pioneer Hi-Bred International, Inc., PVP 201000479
PI 660162	Pioneer Hi-Bred International, Inc., PVP 201000480
PI 660163	Pioneer Hi-Bred International, Inc., PVP 201000481
PI 660164	Pioneer Hi-Bred International, Inc., PVP 201000482
PI 660165	Pioneer Hi-Bred International, Inc., PVP 201000483
PI 660166	Pioneer Hi-Bred International, Inc., PVP 201000484
PI 660167	Pioneer Hi-Bred International, Inc., PVP 201000485
PI 660168	Pioneer Hi-Bred International, Inc., PVP 201000486
PI 660169	Pioneer Hi-Bred International, Inc., PVP 201000487
PI 660170	Pioneer Hi-Bred International, Inc., PVP 201000489
PI 660171	Pioneer Hi-Bred International, Inc., PVP 201000490
PI 660172	Pioneer Hi-Bred International, Inc., PVP 201000491
PI 660173	Pioneer Hi-Bred International, Inc., PVP 201000492
PI 660174	Pioneer Hi-Bred International, Inc., PVP 201000493
PI 660175	Pioneer Hi-Bred International, Inc., PVP 201000494
PI 660176	Pioneer Hi-Bred International, Inc., PVP 201000495
PI 660177	Pioneer Hi-Bred International, Inc., PVP 201000496
PI 660178	Pioneer Hi-Bred International, Inc., PVP 201000497
PI 660179	Pioneer Hi-Bred International, Inc., PVP 201000498
PI 660180	Pioneer Hi-Bred International, Inc., PVP 201000499
PI 660181	Pioneer Hi-Bred International, Inc., PVP 201000500
PI 660182	Pioneer Hi-Bred International, Inc., PVP 201000501
PI 660183	Pioneer Hi-Bred International, Inc., PVP 201000502
PI 660184	Pioneer Hi-Bred International, Inc., PVP 201000503
PI 660185	Pioneer Hi-Bred International, Inc., PVP 201000505
PI 660186	Pioneer Hi-Bred International, Inc., PVP 201000508
PI 660187	Pioneer Hi-Bred International, Inc., PVP 201000509
PI 660188	Pioneer Hi-Bred International, Inc., PVP 201000510
PI 660189	Pioneer Hi-Bred International, Inc., PVP 201000511
PI 660190	Pioneer Hi-Bred International, Inc., PVP 201000512
PI 660191	Pioneer Hi-Bred International, Inc., PVP 201000513
PI 660192	Pioneer Hi-Bred International, Inc., PVP 201000514
PI 660193	Pioneer Hi-Bred International, Inc., PVP 201000515
PI 660194	Pioneer Hi-Bred International, Inc., PVP 201000516
PI 660195	Pioneer Hi-Bred International, Inc., PVP 201000517
PI 660196	Pioneer Hi-Bred International, Inc., PVP 201000519
PI 660197	Pioneer Hi-Bred International, Inc., PVP 201000521
PI 660198	Pioneer Hi-Bred International, Inc., PVP 201000522
PI 660199	Pioneer Hi-Bred International, Inc., PVP 201000523
PI 660200	Pioneer Hi-Bred International, Inc., PVP 201000524
PI 660201	Pioneer Hi-Bred International, Inc., PVP 201000525
PI 660202	Pioneer Hi-Bred International, Inc., PVP 201000527
PI 660203	Pioneer Hi-Bred International, Inc., PVP 201000528
PI 660204	Pioneer Hi-Bred International, Inc., PVP 201000529
PI 660205	Pioneer Hi-Bred International, Inc., PVP 201000530
PI 660206	Pioneer Hi-Bred International, Inc., PVP 201000531
PI 660207	Pioneer Hi-Bred International, Inc., PVP 201000533
PI 660208	Pioneer Hi-Bred International, Inc., PVP 201000535
PI 660209	Pioneer Hi-Bred International, Inc., PVP 201000536
PI 660210	Pioneer Hi-Bred International, Inc., PVP 201000537
PI 660211	Pioneer Hi-Bred International, Inc., PVP 201000538
PI 660212	Pioneer Hi-Bred International, Inc., PVP 201000539
PI 660213	Pioneer Hi-Bred International, Inc., PVP 201000540
PI 660214	Pioneer Hi-Bred International, Inc., PVP 201000541
PI 660215	Pioneer Hi-Bred International, Inc., PVP 201000542
PI 660216	Pioneer Hi-Bred International, Inc., PVP 201000543
PI 660217	Pioneer Hi-Bred International, Inc., PVP 201000544
PI 660218	Pioneer Hi-Bred International, Inc., PVP 201000545
PI 660219	Pioneer Hi-Bred International, Inc., PVP 201000547
PI 660220	Pioneer Hi-Bred International, Inc., PVP 201000548
PI 660221	Pioneer Hi-Bred International, Inc., PVP 201000549
PI 660222	Pioneer Hi-Bred International, Inc., PVP 201000550
PI 660223	Pioneer Hi-Bred International, Inc., PVP 201000551
PI 660224	Pioneer Hi-Bred International, Inc., PVP 201000552
PI 660225	Pioneer Hi-Bred International, Inc., PVP 201000553
